uid,row_id,cell,source_group,first_error_step_1based,steps,gate_open,all32_miss,iu__ridge+tcn+bocpd,equal__ridge+tcn+bocpd,iu__ridge+tcn+noreset,equal__ridge+tcn+noreset,iu__ridge+tcn+mean16,equal__ridge+tcn+mean16,iu__ridge+bocpd+noreset,equal__ridge+bocpd+noreset,iu__ridge+bocpd+mean16,equal__ridge+bocpd+mean16,iu__ridge+noreset+mean16,equal__ridge+noreset+mean16,iu__tcn+bocpd+noreset,equal__tcn+bocpd+noreset,iu__tcn+bocpd+mean16,equal__tcn+bocpd+mean16,iu__tcn+noreset+mean16,equal__tcn+noreset+mean16,iu__bocpd+noreset+mean16,equal__bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset,equal__ridge+tcn+bocpd+noreset,iu__ridge+tcn+bocpd+mean16,equal__ridge+tcn+bocpd+mean16,iu__ridge+tcn+noreset+mean16,equal__ridge+tcn+noreset+mean16,iu__ridge+bocpd+noreset+mean16,equal__ridge+bocpd+noreset+mean16,iu__tcn+bocpd+noreset+mean16,equal__tcn+bocpd+noreset+mean16,iu__ridge+tcn+bocpd+noreset+mean16,equal__ridge+tcn+bocpd+noreset+mean16,tcn__real,ridge,bocpd,innovation5
pb_olympiadbench_q4__3dcabaf97033d20f,olympiadbench::olympiadbench-62,pb_olympiadbench_q4,pb_source_v2:f689f00972d73050e1504b47,3,10,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__07e3a4464402ea66,olympiadbench::olympiadbench-621,pb_olympiadbench_q4,pb_source_v2:8a0cd94b7483d512c88ca863,7,8,True,False,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__018b6773235865f1,olympiadbench::olympiadbench-624,pb_olympiadbench_q4,pb_source_v2:454581aa4c33b9395d3d934a,4,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__26e3f7340d9b6bf2,olympiadbench::olympiadbench-63,pb_olympiadbench_q4,pb_source_v2:3fda065bb22a3fe134fab4f0,3,8,True,True,8,8,8,8,8,8,8,8,6,8,8,8,8,8,6,8,8,8,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,8
pb_olympiadbench_q4__65df2a9ad2316efc,olympiadbench::olympiadbench-634,pb_olympiadbench_q4,pb_source_v2:5fb5c61aa5d465adf4e6b1cf,1,7,True,False,4,1,4,4,4,4,1,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,1,4,1,4,4,1,4
pb_olympiadbench_q4__3804c089ef658113,olympiadbench::olympiadbench-635,pb_olympiadbench_q4,pb_source_v2:a074417419472c29d4285ec8,3,6,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
pb_olympiadbench_q4__2bb7735347720a60,olympiadbench::olympiadbench-638,pb_olympiadbench_q4,pb_source_v2:9f86abd43f4aa27cfcfeacfa,4,9,True,False,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__76703e0e26455b31,olympiadbench::olympiadbench-64,pb_olympiadbench_q4,pb_source_v2:7929eb31c474ff9a6ee94e05,4,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__ad09b5d53ed8d439,olympiadbench::olympiadbench-642,pb_olympiadbench_q4,pb_source_v2:db0eacbb6f85c46f13d22938,1,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__f69023cd177e00ff,olympiadbench::olympiadbench-643,pb_olympiadbench_q4,pb_source_v2:7b87b5cbce2835348584442b,4,10,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__39f6c859a5567cce,olympiadbench::olympiadbench-646,pb_olympiadbench_q4,pb_source_v2:6c9bd16fee16fdca5e940533,1,8,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__4855f4f6548a002f,olympiadbench::olympiadbench-647,pb_olympiadbench_q4,pb_source_v2:a2ce2f676e7cbf103d58c39b,4,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__2853b922548df09c,olympiadbench::olympiadbench-65,pb_olympiadbench_q4,pb_source_v2:ed77cf098fc877cfc2353d99,3,6,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__4d7ff8d670e4ee84,olympiadbench::olympiadbench-650,pb_olympiadbench_q4,pb_source_v2:6d95f87936202d037c2fa85b,2,10,True,False,6,2,6,3,6,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,6,2,2,2,2,3,2,2,2,2,2,2,6,6,2,2
pb_olympiadbench_q4__6880b0c95b95e196,olympiadbench::olympiadbench-655,pb_olympiadbench_q4,pb_source_v2:aef5bf48f0751a92f33a4db3,6,11,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__63491afc70e26622,olympiadbench::olympiadbench-657,pb_olympiadbench_q4,pb_source_v2:22920869ef881028d7d54b98,3,5,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__5d5665c7a327128c,olympiadbench::olympiadbench-658,pb_olympiadbench_q4,pb_source_v2:c4ed999bc09112b1582d6f5d,6,7,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__13843566bb838e1c,olympiadbench::olympiadbench-659,pb_olympiadbench_q4,pb_source_v2:1c8a998ed4c4389c79acea3c,2,10,True,False,2,2,2,2,2,2,2,2,6,6,2,2,2,2,6,6,6,2,6,6,2,2,2,2,2,2,2,6,6,6,2,2,2,2,6,2
pb_olympiadbench_q4__47edf70fa43e0c9b,olympiadbench::olympiadbench-66,pb_olympiadbench_q4,pb_source_v2:bee99ea5552b1a4b3283915f,4,8,True,True,1,1,1,1,1,1,1,1,5,5,5,5,1,1,5,1,5,5,5,5,1,1,1,1,1,1,5,5,5,5,1,1,1,1,5,1
pb_olympiadbench_q4__4932616a466bfbd8,olympiadbench::olympiadbench-660,pb_olympiadbench_q4,pb_source_v2:0cbabe9d82fa65ae702f2c27,7,14,True,True,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13
pb_olympiadbench_q4__e7e0003277778aef,olympiadbench::olympiadbench-664,pb_olympiadbench_q4,pb_source_v2:d767a9448e2fb9cd248f9dc0,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__a6f4cf0e269ce763,olympiadbench::olympiadbench-665,pb_olympiadbench_q4,pb_source_v2:8fe7332d2ef5f4c61a5d03b2,4,9,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__3269117773a8b960,olympiadbench::olympiadbench-67,pb_olympiadbench_q4,pb_source_v2:a326a86dc6ed9f3f31dfb1bf,1,4,True,False,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
pb_olympiadbench_q4__53e615266bc9beb8,olympiadbench::olympiadbench-670,pb_olympiadbench_q4,pb_source_v2:2946b1c69541f093aa08f333,4,6,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__d4426fd29f0381bb,olympiadbench::olympiadbench-673,pb_olympiadbench_q4,pb_source_v2:0f331ccf9a5d1206c656989f,6,11,True,False,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__f4c35b58ff0e76c9,olympiadbench::olympiadbench-674,pb_olympiadbench_q4,pb_source_v2:4c33a1ca65c5e1b9c83b3e60,3,11,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__3b0cadb2c8f8575f,olympiadbench::olympiadbench-677,pb_olympiadbench_q4,pb_source_v2:4cad8f1d3076ab300c3dd48f,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__00423d609acd338f,olympiadbench::olympiadbench-68,pb_olympiadbench_q4,pb_source_v2:676fdcfa02e4bfa446834203,3,6,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__c590857707eaaacd,olympiadbench::olympiadbench-683,pb_olympiadbench_q4,pb_source_v2:dd034ca698755bff98a88b30,4,12,True,True,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
pb_olympiadbench_q4__a2d5ddd6b84d7883,olympiadbench::olympiadbench-687,pb_olympiadbench_q4,pb_source_v2:aa0d565ba178f1187a1486b1,11,13,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__e574c8e9aacdb8f7,olympiadbench::olympiadbench-688,pb_olympiadbench_q4,pb_source_v2:0305a22b6d71e498160348f1,1,5,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__8575aef0ab4b25df,olympiadbench::olympiadbench-69,pb_olympiadbench_q4,pb_source_v2:327953d3c5a52b2277ce8ed4,8,10,True,True,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,5
pb_olympiadbench_q4__c73581f0ce30bcfa,olympiadbench::olympiadbench-691,pb_olympiadbench_q4,pb_source_v2:753e5ed8026157589537d37d,7,9,True,False,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__90c64a6c1a698826,olympiadbench::olympiadbench-693,pb_olympiadbench_q4,pb_source_v2:671b324c7f8f498bda705ffe,3,20,True,True,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
pb_olympiadbench_q4__a4e85953915fb012,olympiadbench::olympiadbench-694,pb_olympiadbench_q4,pb_source_v2:706dd9d990f7dab8df7e9b03,2,12,True,True,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
pb_olympiadbench_q4__28647fc0b9acce59,olympiadbench::olympiadbench-696,pb_olympiadbench_q4,pb_source_v2:526bfa61b080c6c9af2224c3,2,7,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
pb_olympiadbench_q4__946c263ca297dd00,olympiadbench::olympiadbench-7,pb_olympiadbench_q4,pb_source_v2:a5e0cc74b79f1591d1663585,2,6,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__d837dd36431796b8,olympiadbench::olympiadbench-70,pb_olympiadbench_q4,pb_source_v2:d38babe39967b89c923fce76,9,11,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__a146ff6e673b53ef,olympiadbench::olympiadbench-700,pb_olympiadbench_q4,pb_source_v2:53fb8d5504a32eccba64c924,3,9,True,True,4,8,4,4,4,8,8,8,8,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,8,4
pb_olympiadbench_q4__a5681dee49fd59fd,olympiadbench::olympiadbench-71,pb_olympiadbench_q4,pb_source_v2:bc7c61d1bfc93e5bcd391e17,7,11,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__d62d31beece8b3f1,olympiadbench::olympiadbench-72,pb_olympiadbench_q4,pb_source_v2:e4bbcdad9a5e83d7e75a06d1,2,5,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__19f9fb230c9fb7df,olympiadbench::olympiadbench-723,pb_olympiadbench_q4,pb_source_v2:814ff639509e14676835d7fa,8,8,True,False,1,1,1,1,1,1,1,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__a5aa69e3da665264,olympiadbench::olympiadbench-725,pb_olympiadbench_q4,pb_source_v2:51fb6ea46f2649b2de7f3757,4,8,True,False,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
pb_olympiadbench_q4__b5edf3f7825a43c8,olympiadbench::olympiadbench-726,pb_olympiadbench_q4,pb_source_v2:5df30c3dfd1e4aa0976b9ec0,3,7,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__1954f80752ac3aeb,olympiadbench::olympiadbench-728,pb_olympiadbench_q4,pb_source_v2:74c617fd90177f3ea6315c26,3,6,True,True,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5
pb_olympiadbench_q4__b8d5259ea0e298ea,olympiadbench::olympiadbench-73,pb_olympiadbench_q4,pb_source_v2:72f6b12204622b5ddd24efec,11,11,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__28bacfba8695f840,olympiadbench::olympiadbench-731,pb_olympiadbench_q4,pb_source_v2:c6ba106ff5dbddb55949e307,2,7,True,False,2,2,2,2,2,2,2,2,7,2,2,2,2,2,7,2,2,2,7,7,2,2,2,2,2,2,2,7,2,2,2,2,2,2,7,3
pb_olympiadbench_q4__77ec32a4f6dbf75d,olympiadbench::olympiadbench-733,pb_olympiadbench_q4,pb_source_v2:c0aec708541230aa33059545,3,4,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__18122f2dda2e5c4c,olympiadbench::olympiadbench-734,pb_olympiadbench_q4,pb_source_v2:ebb6e11c8e8668e17d22d3a6,5,9,True,True,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
pb_olympiadbench_q4__e8a2e87002697391,olympiadbench::olympiadbench-736,pb_olympiadbench_q4,pb_source_v2:885c25f1ae5855ffc4326b2e,1,8,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__17471191093ea7b3,olympiadbench::olympiadbench-737,pb_olympiadbench_q4,pb_source_v2:10202a01b99e42dabb8d55df,7,9,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
pb_olympiadbench_q4__632edfc502408fe3,olympiadbench::olympiadbench-739,pb_olympiadbench_q4,pb_source_v2:0f1e07ff2e0f3e7119c45cc8,2,7,True,True,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
pb_olympiadbench_q4__3ecc362a248e93bb,olympiadbench::olympiadbench-74,pb_olympiadbench_q4,pb_source_v2:cabe92df89a318bd612e4f66,3,12,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__3599d8b5968f4bd4,olympiadbench::olympiadbench-745,pb_olympiadbench_q4,pb_source_v2:d0ee055ff00af76f604feca0,8,17,True,True,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10
pb_olympiadbench_q4__1bfeae77e65440bf,olympiadbench::olympiadbench-749,pb_olympiadbench_q4,pb_source_v2:b19e9e60cec2724f5a5eb7e8,10,16,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__f42148f944ef1386,olympiadbench::olympiadbench-75,pb_olympiadbench_q4,pb_source_v2:63c65a5773e2ab224d265919,2,7,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__55a207b23713a904,olympiadbench::olympiadbench-754,pb_olympiadbench_q4,pb_source_v2:31097a06e1d901888eaf29b1,3,4,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__09cea4c94978e460,olympiadbench::olympiadbench-756,pb_olympiadbench_q4,pb_source_v2:c5d8efa727a923b5b3cc9179,2,8,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__f8dce77bb3746bbd,olympiadbench::olympiadbench-758,pb_olympiadbench_q4,pb_source_v2:b2edf6b0aa78912b790b5cfb,2,6,True,False,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__4fdef5d9059aef76,olympiadbench::olympiadbench-76,pb_olympiadbench_q4,pb_source_v2:ebfdccc3cb088f68684f96e5,8,14,True,True,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11
pb_olympiadbench_q4__028a6d2149dcb5e8,olympiadbench::olympiadbench-762,pb_olympiadbench_q4,pb_source_v2:8ff45c5909a247e59b8ee408,2,5,True,True,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__ec4e2b8edd9b9dc9,olympiadbench::olympiadbench-763,pb_olympiadbench_q4,pb_source_v2:775196f3602f8fa8dfcfea50,3,12,True,False,3,3,3,3,3,3,3,3,11,11,3,3,3,3,11,3,3,3,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,11,3
pb_olympiadbench_q4__a5f37bc732b48021,olympiadbench::olympiadbench-765,pb_olympiadbench_q4,pb_source_v2:49cac51a84fdc4fa4cecda21,6,7,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__e9f8e6f4f3307fd5,olympiadbench::olympiadbench-767,pb_olympiadbench_q4,pb_source_v2:dcdb3d789e29c02703acd99a,1,4,True,True,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
pb_olympiadbench_q4__c9146a1527eb5c00,olympiadbench::olympiadbench-77,pb_olympiadbench_q4,pb_source_v2:df4a804a2f7dbc633f5bd831,5,10,True,True,9,9,9,9,9,9,9,9,8,9,9,9,9,9,8,9,9,9,8,9,9,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9
pb_olympiadbench_q4__e7fc12fd29d3620c,olympiadbench::olympiadbench-771,pb_olympiadbench_q4,pb_source_v2:4d02f3b9a4999c715e6b1690,2,7,True,False,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
pb_olympiadbench_q4__5c28f2d34a4d8a88,olympiadbench::olympiadbench-772,pb_olympiadbench_q4,pb_source_v2:b8ba89647b634120b639da8b,3,7,True,True,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2
pb_olympiadbench_q4__5c8f72b30e009f27,olympiadbench::olympiadbench-78,pb_olympiadbench_q4,pb_source_v2:25e035f972078a90787b1c93,4,8,False,True,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN,CLEAN
pb_olympiadbench_q4__267ea3b5f51df3fc,olympiadbench::olympiadbench-780,pb_olympiadbench_q4,pb_source_v2:05a6d083f3bb245ee0447bbc,3,12,True,True,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11
pb_olympiadbench_q4__439d84deab9ba8dc,olympiadbench::olympiadbench-782,pb_olympiadbench_q4,pb_source_v2:26d70a3b5090e1cb9387877a,3,8,True,False,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3
pb_olympiadbench_q4__01f0348ce52ee9ee,olympiadbench::olympiadbench-789,pb_olympiadbench_q4,pb_source_v2:b41f098382334f7b0cca3679,10,12,True,True,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
pb_olympiadbench_q4__8e3973d2a3132d52,olympiadbench::olympiadbench-79,pb_olympiadbench_q4,pb_source_v2:980acbc68cd2e7d68885bd01,12,13,True,False,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
