version,split,task,budget,method,n_datasets,auroc_mean,auroc_se,auprc_mean,auprc_se,auroc_delta_vs_iu_mean,auroc_delta_vs_iu_se,auprc_delta_vs_iu_mean,auprc_delta_vs_iu_se,fallback_fraction_mean,fallback_fraction_se
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,oracle_latent,8,0.8679022359582025,0.006133954264168165,0.8665990824789314,0.005916069461078267,0.006333185228630409,0.0016193282526762766,0.006823436368082846,0.0016514821836831606,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,projected_ridge,8,0.8661881355484532,0.006091056737742571,0.8647607915341233,0.0058364472898905315,0.004619084818881204,0.001176606375794253,0.004985145423274919,0.0012169428710801856,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,pseudo_anchor,8,0.867684606297025,0.006141583365683503,0.8663434919200718,0.005923892057641043,0.00611555556745303,0.0015672682426977965,0.006567845809223224,0.0016043504743079979,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,ta_liu,8,0.8673552486830949,0.006172508142041564,0.8659899745704194,0.00595718179149553,0.005786197953522807,0.0014932594617451508,0.0062143284595709055,0.0015344160805079521,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,16,u2_logistic,8,0.8501467787832457,0.007152303041094617,0.8485830569283175,0.007290609197091576,-0.011422271946326223,0.0057546376250630134,-0.011192589182531139,0.005514168424759844,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,dufs_liu,8,0.8679258837241237,0.006167666670323501,0.866839827375093,0.005885055230852724,0.006118401530278996,0.0015728747102563764,0.006538584610961114,0.0015763352054033594,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,full_logistic,8,0.8402801640472265,0.008231363021162497,0.8396736993467089,0.008375074463172674,-0.021527318146618197,0.005804670404902715,-0.02062754341742292,0.0056609592976121625,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,iu,8,0.8618074821938448,0.006162675277800748,0.8603012427641319,0.005624426444387054,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,oracle_latent,8,0.8681289698734052,0.006149605071082675,0.8670690737847817,0.005861337605156048,0.006321487679560479,0.0016166616808487282,0.006767831020649805,0.001619217181371594,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,projected_ridge,8,0.8664281767944674,0.006113676938075603,0.8652533079288867,0.005783739860131819,0.004620694600622639,0.001176482867752457,0.00495206516475477,0.00119941536897058,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,pseudo_anchor,8,0.8679160123278136,0.006157109994935199,0.866818701788884,0.005867056336242067,0.006108530133968846,0.0015649124846767797,0.006517459024752181,0.0015738896686178633,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,ta_liu,8,0.8677222099861546,0.006165479510034279,0.866620634232738,0.005884584775202334,0.005914727792309891,0.001522391640798728,0.00631939146860611,0.0015380346881139386,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,32,u2_logistic,8,0.8605243787135244,0.00672976283752464,0.8594107956321193,0.0069850915800690255,-0.0012831034803202808,0.003837679523854393,-0.00089044713201259,0.00374334038371794,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,dufs_liu,8,0.8675605259864476,0.005748109600323043,0.8663335313292808,0.00568031517016891,0.006130094173937377,0.0016122625763958336,0.006568566112624515,0.001615236830198101,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,full_logistic,8,0.847436322694791,0.00783923718163212,0.8472504323233927,0.007932548889826127,-0.013994109117719294,0.005382028051455726,-0.012514532893263548,0.0051836243320572154,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,iu,8,0.8614304318125101,0.005722234663359885,0.8597649652166564,0.005312840873502046,0.0,0.0,0.0,0.0,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,oracle_latent,8,0.867760382117253,0.0057324460363176975,0.8665548627645991,0.005662208858800373,0.00632995030474292,0.001653291655341497,0.006789897547942913,0.001654313536741283,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,projected_ridge,8,0.8660471261169211,0.005687123938527893,0.8647216914137048,0.005549148637840285,0.004616694304410933,0.0011990625340280302,0.0049567261970485076,0.00121699217811454,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,pseudo_anchor,8,0.8675437729300015,0.005741477856866327,0.8662981469775679,0.005668232304942312,0.006113341117491312,0.0016007023513314672,0.006533181760911485,0.0016095022513246899,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,ta_liu,8,0.8674766578027335,0.005743208649181833,0.8661980368152036,0.0056829940640008465,0.006046225990223295,0.0015949194792742193,0.006433071598547186,0.0016072653395998585,0.0,0.0
target-anchored-liu-synthetic-v1-2026-08-06,development,smooth_signal,64,u2_logistic,8,0.8679117538949537,0.006437918284425304,0.867046294420484,0.006829758975365052,0.0064813220824436095,0.004031606478452101,0.0072813292038277095,0.0037593723713889166,0.0,0.0
