cell,removed,variant,auroc,size,chosen,fallback,seconds
math500_r1distill8b,low_band_power,a6.pl_dufs,0.8400347750489024,20,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.1
math500_r1distill8b,low_band_power,a6.dufs,0.8400347750489024,20,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.1
math500_r1distill8b,high_band_power,a6.pl_dufs,0.8393284068680722,20,epr|spectral_entropy|low_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.6
math500_r1distill8b,high_band_power,a6.dufs,0.8393284068680722,20,epr|spectral_entropy|low_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.6
math500_r1distill8b,hl_ratio,a6.pl_dufs,0.8396000869376222,20,epr|spectral_entropy|low_band_power|high_band_power|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,66.1
math500_r1distill8b,hl_ratio,a6.dufs,0.8396000869376222,20,epr|spectral_entropy|low_band_power|high_band_power|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,66.1
math500_r1distill8b,spectral_centroid,a6.pl_dufs,0.8397087589654423,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.3
math500_r1distill8b,spectral_centroid,a6.dufs,0.8397087589654423,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.3
math500_r1distill8b,stft_max_high_power,a6.pl_dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.6
math500_r1distill8b,stft_max_high_power,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.6
math500_r1distill8b,stft_spectral_entropy,a6.pl_dufs,0.8394370788958921,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.3
math500_r1distill8b,stft_spectral_entropy,a6.dufs,0.8394370788958921,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.3
math500_r1distill8b,rpdi,a6.pl_dufs,0.8322647250597697,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.6
math500_r1distill8b,rpdi,a6.dufs,0.8322647250597697,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.6
math500_r1distill8b,sw_var_peak,a6.pl_dufs,0.8404694631601828,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,65.9
math500_r1distill8b,sw_var_peak,a6.dufs,0.8404694631601828,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,65.9
math500_r1distill8b,pe_mean,a6.pl_dufs,0.8394370788958921,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,65.7
math500_r1distill8b,pe_mean,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,65.7
math500_r1distill8b,hurst_exponent,a6.pl_dufs,0.8394370788958921,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.7
math500_r1distill8b,hurst_exponent,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.7
math500_r1distill8b,cusum_max,a6.pl_dufs,0.8383503586176918,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.0
math500_r1distill8b,cusum_max,a6.dufs,0.8383503586176918,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.0
math500_r1distill8b,cusum_shift_idx,a6.pl_dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.0
math500_r1distill8b,cusum_shift_idx,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.0
math500_r1distill8b,epr_spilled,a6.pl_dufs,0.8366659421864813,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,59.2
math500_r1distill8b,epr_spilled,a6.dufs,0.8366659421864813,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,59.2
math500_r1distill8b,sw_var_peak_spilled,a6.pl_dufs,0.8394370788958921,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.9
math500_r1distill8b,sw_var_peak_spilled,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.9
math500_r1distill8b,cusum_max_spilled,a6.pl_dufs,0.8379156705064116,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.9
math500_r1distill8b,cusum_max_spilled,a6.dufs,0.8379156705064116,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.9
math500_r1distill8b,min_spilled,a6.pl_dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.6
math500_r1distill8b,min_spilled,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.6
math500_r1distill8b,epr_energy,a6.pl_dufs,0.8405781351880026,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.8
math500_r1distill8b,epr_energy,a6.dufs,0.8405781351880026,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.8
math500_r1distill8b,min_energy,a6.pl_dufs,0.8392740708541621,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.9
math500_r1distill8b,min_energy,a6.dufs,0.8392740708541621,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,62.9
math500_r1distill8b,sw_var_peak_energy,a6.pl_dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.9
math500_r1distill8b,sw_var_peak_energy,a6.dufs,0.8401434470767225,21,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,64.9
math500_r1distill8b,cusum_max_energy,a6.pl_dufs,0.8375353184090415,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.0
math500_r1distill8b,cusum_max_energy,a6.dufs,0.8375353184090415,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,63.0
math500_r1distill8b,mean_top1_logprob,a6.pl_dufs,0.8402521191045426,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,60.6
math500_r1distill8b,mean_top1_logprob,a6.dufs,0.8402521191045426,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,60.6
math500_r1distill8b,logprob_margin,a6.pl_dufs,0.8370462942838512,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.7
math500_r1distill8b,logprob_margin,a6.dufs,0.8370462942838512,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,61.7
math500_r1distill8b,mean_logprob_entropy,a6.pl_dufs,0.8363942621169311,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,False,60.2
math500_r1distill8b,mean_logprob_entropy,a6.dufs,0.8363942621169311,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|varentropy|renyi_entropy_2|topk_tail_mass,False,60.2
math500_r1distill8b,varentropy,a6.pl_dufs,0.8373723103673115,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,False,61.5
math500_r1distill8b,varentropy,a6.dufs,0.8373723103673115,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|renyi_entropy_2|topk_tail_mass,False,61.5
math500_r1distill8b,renyi_entropy_2,a6.pl_dufs,0.836231254075201,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,False,61.0
math500_r1distill8b,renyi_entropy_2,a6.dufs,0.836231254075201,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|topk_tail_mass,False,61.0
math500_r1distill8b,topk_tail_mass,a6.pl_dufs,0.8363942621169311,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,False,62.0
math500_r1distill8b,topk_tail_mass,a6.dufs,0.8363942621169311,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2,False,62.0
math500_r1distill8b_mn4096,FULL,a6.pl_dufs,0.8258838914576621,19,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.7
math500_r1distill8b_mn4096,FULL,a6.dufs,0.8198122460417542,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.7
math500_r1distill8b_mn4096,epr,a6.pl_dufs,0.8249497921629069,18,spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.6
math500_r1distill8b_mn4096,epr,a6.dufs,0.8182709822054084,22,spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.6
math500_r1distill8b_mn4096,spectral_entropy,a6.pl_dufs,0.8208397552659848,18,epr|low_band_power|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.6
math500_r1distill8b_mn4096,spectral_entropy,a6.dufs,0.8050534771846248,23,epr|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,67.6
math500_r1distill8b_mn4096,low_band_power,a6.pl_dufs,0.833029751062538,18,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,70.6
math500_r1distill8b_mn4096,low_band_power,a6.dufs,0.833029751062538,18,epr|spectral_entropy|high_band_power|hl_ratio|spectral_centroid|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,70.6
math500_r1distill8b_mn4096,high_band_power,a6.pl_dufs,0.8263976460697771,24,epr|spectral_entropy|low_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|sw_var_peak_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,70.1
math500_r1distill8b_mn4096,high_band_power,a6.dufs,0.8213068049133622,22,epr|spectral_entropy|low_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,70.1
math500_r1distill8b_mn4096,hl_ratio,a6.pl_dufs,0.8119658119658119,23,epr|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,69.8
math500_r1distill8b_mn4096,hl_ratio,a6.dufs,0.8119658119658119,23,epr|spectral_entropy|low_band_power|high_band_power|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,69.8
math500_r1distill8b_mn4096,dominant_freq,a6.pl_dufs,0.8338704404278173,20,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|rpdi|sw_var_peak|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,68.6
math500_r1distill8b_mn4096,dominant_freq,a6.dufs,0.8121993367895007,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|min_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,68.6
math500_r1distill8b_mn4096,spectral_centroid,a6.pl_dufs,0.8230815935733968,22,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,68.7
math500_r1distill8b_mn4096,spectral_centroid,a6.dufs,0.8230815935733968,22,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,68.7
math500_r1distill8b_mn4096,stft_max_high_power,a6.pl_dufs,0.8198122460417542,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,66.1
math500_r1distill8b_mn4096,stft_max_high_power,a6.dufs,0.8198122460417542,23,epr|spectral_entropy|low_band_power|high_band_power|hl_ratio|dominant_freq|spectral_centroid|stft_spectral_entropy|rpdi|sw_var_peak|hurst_exponent|cusum_max|epr_spilled|cusum_max_spilled|epr_energy|min_energy|cusum_max_energy|mean_top1_logprob|logprob_margin|mean_logprob_entropy|varentropy|renyi_entropy_2|topk_tail_mass,False,66.1
