phase_id,experiment_id,variant_id,gate_id,metric_id,observed,threshold,direction,passed,unit,status,evidence_status,source_artifact,source_sha256,source_row_selector,source_value_field,notes
P2,P2_REDUCER_STUDY,P2R_A_TOPQ05_EXPLORATORY,P2R_POSTHOC_PROMOTION_ELIGIBILITY,contract_or_promotion_gate,post-hoc after ProcessBench reducer outcomes opened,fresh confirmation required,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/p2r_a_topq05_exploratory/evaluation/REPORT_GATES.csv,cbb9d71377b8b870fbeaac9f09088c0ae42bfdd72346a850be7b6377291b47e5,gate_id=P2R_POSTHOC_PROMOTION_ELIGIBILITY,observed,This amendment is descriptive on the current population and cannot promote regardless of its point estimate or interval.
P2,P2_ATOMIC,C1_ENT_SW16,P2A_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=P2A_SCORE_FREEZE_COMPLETE,observed,both atomic reference and C1 scores froze before labels opened; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,P2A_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after complete score-freeze manifest,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=P2A_LABEL_FIREWALL,observed,"C1 transform, reduction, and fusion are label-free; raw status=PASS"
P2,P2_ATOMIC,C1_ENT_SW16,P2A_TOP10_LOCAL_ALIAS,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=P2A_TOP10_LOCAL_ALIAS,observed,atomic top-ten local scores reproduce Stage-A top-ten; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,P2A_TOP10_COMBINED_ALIAS,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=P2A_TOP10_COMBINED_ALIAS,observed,atomic top-ten combined scores reproduce Stage-A top-ten before threshold refit; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_SUFFIX_INVARIANCE,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_SUFFIX_INVARIANCE,observed,every response passed deterministic prefix replay cuts; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.0312492627344505,>=-0.03,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_WORST_CELL_HARD_BOUND,observed,minimum across both required comparators; raw status=HARD_FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,contract_or_promotion_gate,-0.010626959746733666,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_CI_BENEFIT,contract_or_promotion_gate,-0.02169207425332418,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_CI_BENEFIT,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,contract_or_promotion_gate,1,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_WORST_CELL,contract_or_promotion_gate,-0.0312492627344505,>=-0.02,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_WORST_CELL,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,contract_or_promotion_gate,-0.008948398896106546,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,contract_or_promotion_gate,-0.016826993656108846,>=-0.01,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,observed,C1 versus P2A_TOPK10_REFERENCE; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,contract_or_promotion_gate,0.001347287674294595,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,observed,C1 versus R1_ENTROPY_TOP5; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_CI_BENEFIT,contract_or_promotion_gate,-0.009004425943849636,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_CI_BENEFIT,observed,C1 versus R1_ENTROPY_TOP5; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,contract_or_promotion_gate,5,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,observed,C1 versus R1_ENTROPY_TOP5; raw status=FAIL
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_WORST_CELL,contract_or_promotion_gate,-0.015150696922816953,>=-0.02,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_WORST_CELL,observed,C1 versus R1_ENTROPY_TOP5; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_EXACT_ERROR,contract_or_promotion_gate,-0.00045449728489260766,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_EXACT_ERROR,observed,C1 versus R1_ENTROPY_TOP5; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,contract_or_promotion_gate,0.0017516070674378215,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,observed,C1 versus R1_ENTROPY_TOP5; raw status=PASS
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,contract_or_promotion_gate,-0.010626959746733666,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,contract_or_promotion_gate,-0.02511313395783137,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,contract_or_promotion_gate,1,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_WORST_CELL,contract_or_promotion_gate,-0.0312492627344505,>=-0.02,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_WORST_CELL,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,contract_or_promotion_gate,-0.008948398896106546,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,contract_or_promotion_gate,-0.016826993656108846,>=-0.01,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,observed,closed 16-contrast family; C1_ENT_SW16 versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,contract_or_promotion_gate,0.001347287674294595,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,contract_or_promotion_gate,-0.012175058676715901,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,contract_or_promotion_gate,5,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_WORST_CELL,contract_or_promotion_gate,-0.015150696922816953,>=-0.02,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_WORST_CELL,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_EXACT_ERROR,contract_or_promotion_gate,-0.00045449728489260766,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_EXACT_ERROR,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,contract_or_promotion_gate,0.0017516070674378215,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,observed,closed 16-contrast family; C1_ENT_SW16 versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C1_ENT_SW16,C1_ENT_SW16_FINAL_PROMOTION,contract_or_promotion_gate,false,eligible and all hard/primary/component gates pass,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C1_ENT_SW16;gate_id=C1_ENT_SW16_FINAL_PROMOTION,observed,final atomic decision after full multiplicity closure
P2,P2_ATOMIC,C2_ENT_SWADAPT,P2A_SCORE_FREEZE_COMPLETE,contract_or_promotion_gate,8,8 cells,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=P2A_SCORE_FREEZE_COMPLETE,observed,reference and C2 scores froze before labels; raw status=PASS
P2,P2_ATOMIC,C2_ENT_SWADAPT,P2A_LABEL_FIREWALL,contract_or_promotion_gate,labels opened after score freeze,no fit-side labels or targets,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=P2A_LABEL_FIREWALL,observed,adaptive transform and fusion are label-free; raw status=PASS
P2,P2_ATOMIC,C2_ENT_SWADAPT,P2A_TOP10_LOCAL_ALIAS,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=P2A_TOP10_LOCAL_ALIAS,observed,atomic top-ten local alias; raw status=PASS
P2,P2_ATOMIC,C2_ENT_SWADAPT,P2A_TOP10_COMBINED_ALIAS,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=P2A_TOP10_COMBINED_ALIAS,observed,atomic top-ten combined alias; raw status=PASS
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_SUFFIX_INVARIANCE,contract_or_promotion_gate,0.0,<=1e-12,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_SUFFIX_INVARIANCE,observed,deterministic adaptive prefix replay; raw status=PASS
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_WORST_CELL_HARD_BOUND,contract_or_promotion_gate,-0.053385448454684015,>=-0.03,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_WORST_CELL_HARD_BOUND,observed,minimum across both required comparators; raw status=HARD_FAIL
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,contract_or_promotion_gate,-0.020907289602071277,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_POINT_BENEFIT,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,contract_or_promotion_gate,-0.03858478800853219,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_CI_PRACTICAL_BENEFIT,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,contract_or_promotion_gate,0,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_NONNEGATIVE_CELLS,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_WORST_CELL,contract_or_promotion_gate,-0.053385448454684015,>=-0.02,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_WORST_CELL,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,contract_or_promotion_gate,-0.021620298115891057,>=-0.01,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_EXACT_ERROR,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,contract_or_promotion_gate,-0.015260016652750119,>=-0.01,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_P2A_TOPK10_REFERENCE_CLEAN_ABSTENTION,observed,closed 16-contrast family; C2_ENT_SWADAPT versus P2A_TOPK10_REFERENCE
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,contract_or_promotion_gate,-0.008933042181043016,>=0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_POINT_BENEFIT,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,contract_or_promotion_gate,-0.026168012098500747,>0.005,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CI_PRACTICAL_BENEFIT,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,contract_or_promotion_gate,2,>=6,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_NONNEGATIVE_CELLS,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_WORST_CELL,contract_or_promotion_gate,-0.033950950597556206,>=-0.02,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_WORST_CELL,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_EXACT_ERROR,contract_or_promotion_gate,-0.013126396504677118,>=-0.01,contract,false,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_EXACT_ERROR,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
P2,P2_ATOMIC,C2_ENT_SWADAPT,C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,contract_or_promotion_gate,0.0033185840707965486,>=-0.01,contract,true,contract,COMPLETE,DEVELOPMENT,results/reasoning_localization_03662_v1/phase_2/atomic/P2A_GATES.csv,dde97362a61e78d45941153bfd07de6c25107243759131a271cc91c4eed56299,variant_id=C2_ENT_SWADAPT;gate_id=C2_ENT_SWADAPT_VS_R1_ENTROPY_TOP5_CLEAN_ABSTENTION,observed,closed 16-contrast family; C2_ENT_SWADAPT versus R1_ENTROPY_TOP5
